candidate_id	candidate_kind	source_term	source_expansion	chapter_slug	source_context	proposed_lt	status	scope	candidate_origin	reason	banned_lt	source_ref	notes
006-list-of-abbreviations-acronym-csa	acronym	CSA		006-list-of-abbreviations	| CSA | Child Sexual Abuse |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-cse	acronym	CSE		006-list-of-abbreviations	| CSE | Child Sexual Exploitation |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-dbs	acronym	DBS		006-list-of-abbreviations	| DBS | Disclosure and Barring Service |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-dpa	acronym	DPA		006-list-of-abbreviations	| DPA | Data Protection Act |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-edd	acronym	EDD		006-list-of-abbreviations	| EDD | Estimated Date of Delivery |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-eoc	acronym	EOC		006-list-of-abbreviations	| EOC | Emergency Operations Centre |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-fast	acronym	FAST		006-list-of-abbreviations	| FAST | F – Face |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-fgm	acronym	FGM		006-list-of-abbreviations	| FGM | Female genital mutilation |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-fii	acronym	FII		006-list-of-abbreviations	| FII | Fabricated or Induced Illness |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-flacc	acronym	FLACC		006-list-of-abbreviations	| FLACC | F – Face |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-gcs	acronym	GCS		006-list-of-abbreviations	| GCS | Glasgow Coma Scale |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-gdpr	acronym	GDPR		006-list-of-abbreviations	| GDPR | General Data Protection Regulations 2018 |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-gp	acronym	GP		006-list-of-abbreviations	| GP | General Practitioner |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-gum	acronym	GUM		006-list-of-abbreviations	| GUM | Genito-urinary medicine |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-hart	acronym	HART		006-list-of-abbreviations	| HART | Hazardous Area Response Team |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-hme	acronym	HME		006-list-of-abbreviations	| HME | Heat moisture exchanger |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-hr	acronym	HR		006-list-of-abbreviations	| COPD | Chronic Obstructive Pulmonary Disease |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-icd	acronym	ICD		006-list-of-abbreviations	| ICD | International Classification of Diseases |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-ice	acronym	ICE		006-list-of-abbreviations	|  | V – Responds to voice |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-imca	acronym	IMCA		006-list-of-abbreviations	| IMCA | Independent Mental Capacity Advocates |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-ipap	acronym	IPAP		006-list-of-abbreviations	| BiPAP | Bilevel Positive Pressure Ventilation |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-itu	acronym	ITU		006-list-of-abbreviations	| DM | Diabetes Mellitus |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-iv	acronym	IV		006-list-of-abbreviations	| ADHD | Attention Deficit Hyperactivity Disorder |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-lmp	acronym	LMP		006-list-of-abbreviations	| LMP | Last Menstrual Period |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-loc	acronym	LOC		006-list-of-abbreviations	| ALoC | Altered level of consciousness |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-lpa	acronym	LPA		006-list-of-abbreviations	| LPA | Lasting Power of Attorney |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-mbrrace	acronym	MBRRACE		006-list-of-abbreviations	| MBRRACE | Mothers and Babies: Reducing Risk through Audits and Confidential Enquiries |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-mca	acronym	MCA		006-list-of-abbreviations	| IMCA | Independent Mental Capacity Advocates |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-mecc	acronym	MECC		006-list-of-abbreviations	| MECC | Making Every Contact Count |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-mha	acronym	MHA		006-list-of-abbreviations	| MHA | Mental Health Act |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-minap	acronym	MINAP		006-list-of-abbreviations	| MINAP | Myocardial Ischaemia National Audit Project |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-moi	acronym	MOI		006-list-of-abbreviations	| HME | Heat moisture exchanger |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-msc	acronym	MSC		006-list-of-abbreviations	| MSC | M – Motor |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-mtc	acronym	MTC		006-list-of-abbreviations	| MTC | Major Trauma Centre |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-naru	acronym	NARU		006-list-of-abbreviations	| NARU | National Ambulance Resilience Unit |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-neet	acronym	NEET		006-list-of-abbreviations	| NEET | Not in Education, Employment or Training |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-nice	acronym	NICE		006-list-of-abbreviations	| NICE | National Institute for Health and Care Excellence |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-npa	acronym	NPA		006-list-of-abbreviations	| NPA | Nasopharyngeal airway |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-npis	acronym	NPIS		006-list-of-abbreviations	| NPIS | National Poisons Information Service |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-nsaid	acronym	NSAID		006-list-of-abbreviations	| NSAID | Non-Steroidal Anti-inflammatory Drug |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-ooh	acronym	OOH		006-list-of-abbreviations	| OOH | Out of Hours |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-pco	acronym	PCO		006-list-of-abbreviations	| PCO 2 | Measure of the Partial Pressure of Carbon dioxide |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-pefr	acronym	PEFR		006-list-of-abbreviations	| PEFR | Peak Expiratory Flow Rate |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-phecg	acronym	PHECG		006-list-of-abbreviations	| PHECG | Pre-hospital 12-lead electrocardiogram |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-ppci	acronym	PPCI		006-list-of-abbreviations	| PPCI | Primary Percutaneous Coronary Intervention |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-ppe	acronym	PPE		006-list-of-abbreviations	| PPE | Personal Protective Equipment |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-pph	acronym	PPH		006-list-of-abbreviations	| PPH | Post-Partum Haemorrhage |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-press	acronym	PRESS		006-list-of-abbreviations	| APC | Antero-Posterior Compression |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-psp	acronym	PSP		006-list-of-abbreviations	| PSP | Patient specific protocol |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-pv	acronym	PV		006-list-of-abbreviations	| HPV | Human papillomavirus |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-role	acronym	ROLE		006-list-of-abbreviations	| ROLE | Recognition Of Life Extinct |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-rr	acronym	RR		006-list-of-abbreviations	| AC | Alternating Current |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-rtc	acronym	RTC		006-list-of-abbreviations	| RTC | Road Traffic Collision |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-rvp	acronym	RVP		006-list-of-abbreviations	| RVP | Rendezvous Point(s) |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-sarc	acronym	SARC		006-list-of-abbreviations	| SARC | Sexual Assault Referral Centre |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-sbar	acronym	SBAR		006-list-of-abbreviations	| SBAR | S – Situation |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-sbp	acronym	SBP		006-list-of-abbreviations	| SBP | Systolic Blood Pressure |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-scene	acronym	SCENE		006-list-of-abbreviations	| SCENE | S – Safety |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-sga	acronym	SGA		006-list-of-abbreviations	| SGA | Supraglottic airway |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-sob	acronym	SOB		006-list-of-abbreviations	| SOB | Shortness of breath |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-soboe	acronym	SOBOE		006-list-of-abbreviations	| SOBOE | Shortness of breath on exertion |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-socrates	acronym	SOCRATES		006-list-of-abbreviations	| SOCRATES | S – Site |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-sop	acronym	SOP		006-list-of-abbreviations	| NPA | Nasopharyngeal airway |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-sort	acronym	SORT		006-list-of-abbreviations	| SORT | Special Operations Response Team |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-tarn	acronym	TARN		006-list-of-abbreviations	| TARN | Trauma Audit Research Network |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-tbsa	acronym	TBSA		006-list-of-abbreviations	| TBSA | Total Body Surface Area |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-urti	acronym	URTI		006-list-of-abbreviations	| URTI | Upper Respiratory Tract Infection |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-uti	acronym	UTI		006-list-of-abbreviations	| FGM | Female genital mutilation |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-vs	acronym	VS		006-list-of-abbreviations	| HVS | Hyperventilation Syndrome |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-acronym-who	acronym	WHO		006-list-of-abbreviations	| WHO | World Health Organisation |		candidate	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			
006-list-of-abbreviations-term-co-2	term	CO 2		006-list-of-abbreviations	| CO 2 | Carbon dioxide |	anglies dioksidas	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.		https://lsmu.lt/cris/entities/publication/e5a911d6-1ebd-4643-93f6-60ea04d99c77	Source formatuotėje yra tarpas, bet LT sprendimas šiame skyriuje jau užrakintas kaip `anglies dioksidas`; į shared termbase atskiro termino nepromuoti.
006-list-of-abbreviations-term-etco-2	term	EtCO 2		006-list-of-abbreviations	| EtCO 2 | Exhaled (end-tidal) carbon dioxide |	iškvepiamo oro anglies dioksidas	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.		https://sam.lrv.lt/public/canonical/1744181951/27435/24-03_SAM%2520VEIKLOS%2520ATASKAITA_final.pdf	Source formatuotėje yra tarpas, bet LT sprendimas šiame skyriuje jau užrakintas kaip `iškvepiamo oro anglies dioksidas`.
006-list-of-abbreviations-term-list-of-abbreviations	term	List of Abbreviations		006-list-of-abbreviations	# Chapter 6 List of Abbreviations	Santrumpų sąrašas	localization_only	book	source_heading	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Skyriaus pavadinimo lokalizacija užrakinta LT faile; į shared terminų bazę nepromuoti.
006-list-of-abbreviations-term-o-2	term	O 2		006-list-of-abbreviations	| O 2 | Oxygen |	deguonis	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Source formatuotėje yra tarpas, bet tai cheminio elemento žyma; LT faile lokalizuota kaip `deguonis`.
006-list-of-abbreviations-term-pco-2	term	PCO 2		006-list-of-abbreviations	| PCO 2 | Measure of the Partial Pressure of Carbon dioxide |	dalinis anglies dioksido slėgis	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Šiame skyriuje vartojama kaip parametro išskleistis; LT faile lokalizuota aprašomąja forma.
006-list-of-abbreviations-term-spo-2	term	SpO 2		006-list-of-abbreviations	| SpO 2 | Oxygen Saturation Measured With Pulse Oximeter |	deguonies įsotinimas, matuojamas pulsoksimetru	localization_only	book	source_guideline_title	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Source formatuotėje yra tarpas, bet LT sprendimas šiame skyriuje užrakintas kaip `deguonies įsotinimas, matuojamas pulsoksimetru`.
007-section-1-general-guidance-term-general-guidance	term	General Guidance		007-section-1-general-guidance	# Chapter 7 Section 1 – General Guidance	Bendrosios gairės	localization_only	book	research_risky_term	Užfiksuota `## Rizikingi terminai`, bet nėra aktyvioje terminų bazėje.			Struktūrinės sekcijos pavadinimas, ne aktyvus medicininis terminas; L
007-section-1-general-guidance-term-section-1-general-guidance	term	Section 1 – General Guidance		007-section-1-general-guidance	# Chapter 7 Section 1 – General Guidance	1 dalis. Bendrosios gairės	localization_only	book	source_heading	Aptikta aukštos vertės source antraštėje ar guideline title lauke, todėl prieš draftą turi būti sutikrinta su LT-source sluoksniu.			Struktūrinio skyriaus viršelis; į shared terminų bazę nepromuoti, LT faile lokalizuota kaip `1 dalis. Bendrosios gairės`.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-afab	acronym	AFAB	Assigned female at birth	008-clinical-considerations-in-relation-to-diversity-and-equality	| Assigned female at birth (AFAB) | Someone who was assigned female sex and gender at birth |	asmuo, kuriam gimimo metu priskirta moteriškoji lytis	localization_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Jautri tapatybės sąvoka; vartoti tik lokaliai šiame skyriuje, į shared akronimų bazę nekelti.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-amab	acronym	AMAB	Assigned male at birth	008-clinical-considerations-in-relation-to-diversity-and-equality	| Assigned male at birth (AMAB) | Someone who was assigned male sex and gender identity at birth |	asmuo, kuriam gimimo metu priskirta vyriškoji lytis	localization_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Jautri tapatybės sąvoka; vartoti tik lokaliai šiame skyriuje, į shared akronimų bazę nekelti.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-cipold	acronym	CIPOLD		008-clinical-considerations-in-relation-to-diversity-and-equality	| 3. | HQIP. Confidential Enquiry into Deaths of People with Learning Disabilities CIPOLD 2013 . 2013. Available from: https://www.hqip.org.uk/resource/confidential-enquiry-into-deaths-of-people-with-learning-disabilities-cipold-2013/#.Xbya1fZ2vIU. |		original_context_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			JK audito / confidential enquiry santrumpa; į LT aktyvią bazę nekelti.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-gcs	acronym	GCS		008-clinical-considerations-in-relation-to-diversity-and-equality	- Where possible, establish the regular parameters for the individual e.g.: GCS, Pain score, level of activity etc, this may differ to non-disabled patients. Compare if/how this is different to regular parameters.	Glazgo komos skalė	localization_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.		https://lsmu.lt/cris/entities/etd/894b2c78-446b-4a21-8afb-83ee0afaede2	Plačiai vartojamas klinikinis terminas; šiame žingsnyje paliekamas lokaliame sluoksnyje.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-gdc	acronym	GDC	threatening concerns you should Refer the patient to their GP for consideration of referral to a Gender Dysphoria clinic	008-clinical-considerations-in-relation-to-diversity-and-equality	| Assessment and Management | Assess for any physical or physiological concerns (self-harm, suicide attempt, hypoxia secondary to binding, infection from surgery) and refer to the Mental Health team if necessary. If there are no life-threatening concerns you should Refer the patient to their GP for consideration of referral to a Gender Dysphoria clinic (GDC) where an assessment by a specialist team can be undertaken. |		original_context_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			JK Gender Dysphoria clinic santrumpa; LT referral pathway pažodžiui neperkelti.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-gic	acronym	GIC	Gender Identity Clinic	008-clinical-considerations-in-relation-to-diversity-and-equality	- When referring to disability it encompasses temporary and permanent, visible and non-visible conditions and impairments, physical and psychological, mental health conditions and neurodivergent conditions. It is accepted that disability is different for everyone and can result in varying levels of disruption to daily life. Not everyone will be comfortable with the term disability or impairment (or other disability related terminology) being used to refer to a particular condition, and some conditions may be labelled as ‘differences’. The term disability is used, however it is recognised and accepted that there are different positions, perspectives and views on this terminology and (we) wish to acknowledge this.		original_context_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			JK Gender Identity Clinic proper noun; į LT aktyvią bazę nekelti.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-gov	acronym	GOV		008-clinical-considerations-in-relation-to-diversity-and-equality	| 2. | Mental Capacity Act 2005. https://www.legislation.gov.uk/ukpga/2005/9/contents |		not_acronym	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			False positive iš GOV.UK URL; ne aktyvus medicininis akronimas.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-gp	acronym	GP		008-clinical-considerations-in-relation-to-diversity-and-equality	| Assessment and Management | Assess for any physical or physiological concerns (self-harm, suicide attempt, hypoxia secondary to binding, infection from surgery) and refer to the Mental Health team if necessary. If there are no life-threatening concerns you should Refer the patient to their GP for consideration of referral to a Gender Dysphoria clinic (GDC) where an assessment by a specialist team can be undertaken. |		original_context_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			JK šeimos gydytojo vaidmuo; LT tekste lokalizuojama per bendrą siuntimo logiką.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-hqip	acronym	HQIP		008-clinical-considerations-in-relation-to-diversity-and-equality	| 3. | HQIP. Confidential Enquiry into Deaths of People with Learning Disabilities CIPOLD 2013 . 2013. Available from: https://www.hqip.org.uk/resource/confidential-enquiry-into-deaths-of-people-with-learning-disabilities-cipold-2013/#.Xbya1fZ2vIU. |		original_context_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			JK organizacijos santrumpa iš referencijų; į LT aktyvią bazę nekelti.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-ld	acronym	LD	A learning disability	008-clinical-considerations-in-relation-to-diversity-and-equality	- The causes for this are multifactorial and where bias or discrimination are contributing factors this should be recognised and minimised.	intelekto negalia	localization_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.		https://e-seimas.lrs.lt/rs/lasupplement/TAP/5baf50502fca11efb121d2fe3a0eff27/952d0869338811efb121d2fe3a0eff27/format/ISO_PDF/	Originalo LD santrumpa į LT aktyvią akronimų bazę nepromuojama; tekste vartoti pilną terminą.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-lgbt	acronym	LGBT		008-clinical-considerations-in-relation-to-diversity-and-equality	- Conditions such as depression, anxiety, self-harm and substance misuse including alcohol are found with greater frequency amongst the LGBT+ community than in the general population. 12	LGBT+ bendruomenė	localization_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.		https://sam.lrv.lt/public/canonical/1748517903/27755/Dalijamoji%20med%C5%BEiaga_Sveiki-atmintine.pdf	Plačiai atpažįstamas trumpinys; šiame skyriuje paliekamas lokaliame wording sluoksnyje.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-mbrrace	acronym	MBRRACE		008-clinical-considerations-in-relation-to-diversity-and-equality	| 27. | Knight M, Bunch K, Tuffnell D, Shakespeare J et al. (eds). MBRRACE (2020) Saving Lives, Improving Mothers’ Care: Lessons learned to inform maternity care from the UK and Ireland Confidential Enquiries into Maternal Deaths and Morbidity 2016–18. Available from: https://www.npeu.ox.ac.uk/assets/downloads/mbrrace-uk/reports/maternal-report-2020/MBRRACE- UK_Maternal_Report_Dec_2020_v10_ONLINE_VERSION_1404.pdf. |		original_context_only	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			JK audito programos santrumpa; ne LT aktyvios bazės vienetas.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-sa	acronym	SA		008-clinical-considerations-in-relation-to-diversity-and-equality	- disability		not_acronym	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			False positive; ne santrumpa.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-sp0	acronym	SP0		008-clinical-considerations-in-relation-to-diversity-and-equality	- Pulse oximetry can over-estimate oxygen levels, and this inaccuracy is more likely to occur in patients with a dark skin tone than a light skin tone. The SP0 2 reading may misleadingly suggest the patient is within a normal oxygenation range despite oxygen saturations being low. Use caution and a wide clinical assessment to assess for possible hypoxia, particularly respiratory rate.		not_acronym	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			OCR / source formato artefaktas iš `SpO2`; ne savarankiškas akronimas.
008-clinical-considerations-in-relation-to-diversity-and-equality-acronym-sv	acronym	SV		008-clinical-considerations-in-relation-to-diversity-and-equality	| 8. | Aronowitz SV et al. Mixed studies review of factors influencing receipt of pain treatment by injured black patients. Journal of Advanced Nursing 2020 , 76(1): 34–46. doi: 10.1111/jan.14215. |		not_acronym	book	source_acronym	Aptikta source tekste kaip santrumpa, bet nėra aktyvioje akronimų bazėje.			Autoriaus inicialų fragmentas iš literatūros sąrašo; ne santrumpa.
